rfq_id,match_id,similarity_score
178a48ef-f870-46d7-ba3c-c94b35477459,5ecb3667-1050-484a-a08d-1bf9a028ec90,0.412
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,f7bbbdaf-da16-4964-92b6-e7fdd11dc74a,0.7
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,ec54c295-a5d5-4344-8707-3e32ace0e99a,0.7
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,9d22f999-a354-44d2-95f1-bc94c38ee626,0.66
ca60a74b-7cdc-4098-a20c-2de916dcb66b,413e239c-337f-4c54-b0b8-c6e61eaec5e9,0.66
ca60a74b-7cdc-4098-a20c-2de916dcb66b,5242c623-abc6-4cc8-a1e3-dde93a899f00,0.6
ca60a74b-7cdc-4098-a20c-2de916dcb66b,4d1d8f30-346e-47a5-aed6-06a86e35f6d8,0.6
df6085e7-42f9-4ce3-92b0-3a7a24159a61,3b606200-2d2b-46cb-9d7e-146e9d5f564a,0.7
df6085e7-42f9-4ce3-92b0-3a7a24159a61,5242c623-abc6-4cc8-a1e3-dde93a899f00,0.6
df6085e7-42f9-4ce3-92b0-3a7a24159a61,4d1d8f30-346e-47a5-aed6-06a86e35f6d8,0.6
e46aa804-164c-4907-a7ca-07a99d66d1b6,bab67e88-be02-40c9-b3d7-b43a4adff716,0.6
e46aa804-164c-4907-a7ca-07a99d66d1b6,3d92c9e6-d3f8-4177-900c-04adc55774c1,0.6
e46aa804-164c-4907-a7ca-07a99d66d1b6,92a79054-1d86-4503-b051-02cd6ae58185,0.6
094422ce-696c-482d-9927-c3cfbf347f7a,bab67e88-be02-40c9-b3d7-b43a4adff716,0.6
094422ce-696c-482d-9927-c3cfbf347f7a,3d92c9e6-d3f8-4177-900c-04adc55774c1,0.6
094422ce-696c-482d-9927-c3cfbf347f7a,804a4304-48b2-4a76-917e-91ab96f4a6e1,0.6
a462a4cb-bbaa-4417-b876-4b8606c6f8db,54ebb88a-f9a0-4f41-9a28-20e72c87f491,0.7
a462a4cb-bbaa-4417-b876-4b8606c6f8db,ca1ccf90-ef97-446d-b9ba-214844ffc371,0.7
a462a4cb-bbaa-4417-b876-4b8606c6f8db,90b02a62-3da9-4648-948c-52627d086a50,0.7
7729084d-fc2d-41d8-a8df-891da74078f1,4c71cc86-4968-4fb8-8bb3-6992d165faeb,0.4
7729084d-fc2d-41d8-a8df-891da74078f1,e8090359-5014-4395-ac73-620ba80f2d5b,0.4
7729084d-fc2d-41d8-a8df-891da74078f1,a2045fb1-90e5-4957-91ac-a5a8b83fd081,0.4
86008598-05ed-4532-8a70-e8ee8daf3796,4c71cc86-4968-4fb8-8bb3-6992d165faeb,0.4
86008598-05ed-4532-8a70-e8ee8daf3796,e8090359-5014-4395-ac73-620ba80f2d5b,0.4
86008598-05ed-4532-8a70-e8ee8daf3796,a2045fb1-90e5-4957-91ac-a5a8b83fd081,0.4
06bf89b8-3e0b-4be9-a611-1e656cae34eb,9f17335e-306b-48c7-8ee5-53a8d967e6f5,0.6088
06bf89b8-3e0b-4be9-a611-1e656cae34eb,75551299-bf73-4b4d-9f30-192dc8d98a46,0.5809
06bf89b8-3e0b-4be9-a611-1e656cae34eb,ccf6f92d-5572-4fef-8ab3-e501ebfc280b,0.5466
502b3359-ee17-4ecc-8046-ceb4e6559fb8,4c71cc86-4968-4fb8-8bb3-6992d165faeb,0.4
502b3359-ee17-4ecc-8046-ceb4e6559fb8,e8090359-5014-4395-ac73-620ba80f2d5b,0.4
502b3359-ee17-4ecc-8046-ceb4e6559fb8,a2045fb1-90e5-4957-91ac-a5a8b83fd081,0.4
0543ec11-51e5-4b6e-8ff3-bd1dc271d768,06722b2c-a72c-4859-a1e7-f67582a0b740,0.7
0543ec11-51e5-4b6e-8ff3-bd1dc271d768,42bf62d6-cd25-47a9-a95a-7862177ba0a8,0.7
0543ec11-51e5-4b6e-8ff3-bd1dc271d768,b6eeaa0d-7025-4ab9-96d6-3d2d6c5b968c,0.66
5242c623-abc6-4cc8-a1e3-dde93a899f00,bed7c304-ce6c-4485-8629-574a2dbe32b3,0.7
5242c623-abc6-4cc8-a1e3-dde93a899f00,cea2ffdc-7e8e-4697-acc0-f477287b6fb0,0.7
5242c623-abc6-4cc8-a1e3-dde93a899f00,bcbbd605-d462-499e-9e80-95c63737b99d,0.7
4d1d8f30-346e-47a5-aed6-06a86e35f6d8,bed7c304-ce6c-4485-8629-574a2dbe32b3,0.7
4d1d8f30-346e-47a5-aed6-06a86e35f6d8,cea2ffdc-7e8e-4697-acc0-f477287b6fb0,0.7
4d1d8f30-346e-47a5-aed6-06a86e35f6d8,bcbbd605-d462-499e-9e80-95c63737b99d,0.7
de734972-0ed4-47d2-85ed-94c639524ef3,36f09928-cc72-441a-8f0b-5ed7ddb3049c,0.7
de734972-0ed4-47d2-85ed-94c639524ef3,99bdb0cc-ab82-49ee-8619-9db5dadd642f,0.7
de734972-0ed4-47d2-85ed-94c639524ef3,69c91a28-89cc-4600-816b-b4be8eb9dbd6,0.7
b48a1279-3852-4482-902f-203558c37a33,7d1b4cd7-be04-4ca5-9c72-ea86343d3ad7,0.7
b48a1279-3852-4482-902f-203558c37a33,8f74902e-31d3-418c-97a4-fd437dfe9e3e,0.66
b48a1279-3852-4482-902f-203558c37a33,c6abbd79-f092-42c4-90f2-4885abbd7b43,0.6
02c609c9-52b4-49d5-b6e8-cc14787f1822,6bc6f3f2-8fb2-4e5a-b2dc-95ef579ae6fb,0.66
02c609c9-52b4-49d5-b6e8-cc14787f1822,49d973b7-ff5e-4c5c-abef-eefda09edb85,0.66
02c609c9-52b4-49d5-b6e8-cc14787f1822,ee22b2f0-e7ed-4a5e-ad53-8fda934ede08,0.66
3fe05d73-7de1-4c32-ad94-991ff0ad4290,6bc6f3f2-8fb2-4e5a-b2dc-95ef579ae6fb,0.66
3fe05d73-7de1-4c32-ad94-991ff0ad4290,49d973b7-ff5e-4c5c-abef-eefda09edb85,0.66
3fe05d73-7de1-4c32-ad94-991ff0ad4290,ee22b2f0-e7ed-4a5e-ad53-8fda934ede08,0.66
0e375556-7947-4dc0-a628-d1674e5d1658,a065713e-1a0f-472f-b7e3-125a8da72465,0.46
0e375556-7947-4dc0-a628-d1674e5d1658,d9800e2e-3aad-49a5-b5cb-d0da367732db,0.4
0e375556-7947-4dc0-a628-d1674e5d1658,52f74dd3-7131-48a6-8de2-a4f2b4b2a4ec,0.4
82456e41-801e-4f90-9263-6c96d3e72160,140d30f7-f16d-4455-a448-516ab6616812,0.46
82456e41-801e-4f90-9263-6c96d3e72160,69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,0.46
82456e41-801e-4f90-9263-6c96d3e72160,e14a46c3-b349-4441-b09f-8088e5663262,0.46
2761ad98-baa2-4022-b98c-146a32b16dec,ca60a74b-7cdc-4098-a20c-2de916dcb66b,0.4
2761ad98-baa2-4022-b98c-146a32b16dec,df6085e7-42f9-4ce3-92b0-3a7a24159a61,0.4
2761ad98-baa2-4022-b98c-146a32b16dec,4867919e-2a2f-4f11-83b4-aa51c4684475,0.4
985a13af-6aee-4660-83c1-ce5114758d4e,8eae8f75-558d-4a20-97cd-b4a58b2e152d,0.7
985a13af-6aee-4660-83c1-ce5114758d4e,3c24e625-9798-4fd5-a554-1ab812d18abe,0.7
985a13af-6aee-4660-83c1-ce5114758d4e,eb692c7e-4ed8-403c-9afa-f2d619884ac1,0.7
9b6f3d40-da34-465e-9211-b0d7b1d19036,440ab201-7acd-4ab7-80dd-ddfccd2ffbe8,0.66
9b6f3d40-da34-465e-9211-b0d7b1d19036,f0c09949-1d44-45f2-90b1-41b3239b4cab,0.6
9b6f3d40-da34-465e-9211-b0d7b1d19036,ada2d439-02d7-4b2d-b1fb-3aeae9a73334,0.6
e63d7e85-caef-4f2f-a89b-3889907f7e74,c71e84b2-b968-4ce2-8218-bf3f1e482ea0,0.4
e63d7e85-caef-4f2f-a89b-3889907f7e74,920dcf5c-136f-4ffc-9449-03f00c1b5a46,0.3
e63d7e85-caef-4f2f-a89b-3889907f7e74,b48a1279-3852-4482-902f-203558c37a33,0.3
2104d59d-0957-4875-b4b1-7f968cb43352,7d1b4cd7-be04-4ca5-9c72-ea86343d3ad7,0.4
2104d59d-0957-4875-b4b1-7f968cb43352,02c609c9-52b4-49d5-b6e8-cc14787f1822,0.36
2104d59d-0957-4875-b4b1-7f968cb43352,3fe05d73-7de1-4c32-ad94-991ff0ad4290,0.36
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,939af091-8ffd-4cd3-9c69-6530b2a906d7,0.66
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,8cc002db-1ef0-4e9e-aaa4-7a88d9c70184,0.66
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,fd74092a-6e84-4c7e-bebb-149abfb92a24,0.66
b64d3856-e630-4fa6-b5f7-d02e900e510e,86947c4f-30f3-44b2-bf27-b38f774d454a,0.4
b64d3856-e630-4fa6-b5f7-d02e900e510e,837f9a69-1103-451f-b24d-e971d7135417,0.4
b64d3856-e630-4fa6-b5f7-d02e900e510e,898d1ef5-4cb0-4c61-a41e-264e82ceb3af,0.4
761b9fc9-1000-476c-bebe-6c40dd431b1c,e118d64a-246c-4313-b48f-4318cdf92200,0.7
761b9fc9-1000-476c-bebe-6c40dd431b1c,1e8ac77e-ffc3-40f4-9f3d-f5ca86bc045f,0.675
761b9fc9-1000-476c-bebe-6c40dd431b1c,6f4ae29d-afe8-45e0-827e-e84f9f539b0c,0.6694
bab67e88-be02-40c9-b3d7-b43a4adff716,e46aa804-164c-4907-a7ca-07a99d66d1b6,0.6
bab67e88-be02-40c9-b3d7-b43a4adff716,094422ce-696c-482d-9927-c3cfbf347f7a,0.6
bab67e88-be02-40c9-b3d7-b43a4adff716,fd74092a-6e84-4c7e-bebb-149abfb92a24,0.6
5190b002-36f4-497b-b1aa-856762facb07,84be5122-71d5-4a35-a912-fd2911e3c64f,0.76
5190b002-36f4-497b-b1aa-856762facb07,4d565122-229a-4541-8a53-3b18169c3635,0.76
5190b002-36f4-497b-b1aa-856762facb07,3f5e6441-4ec3-4f3a-ae4e-fa6c3622e6a8,0.76
8cc82a77-7371-4839-bca3-86f8d3ea627a,b07bd542-9662-4390-9fc7-219914cd3cc7,0.7
8cc82a77-7371-4839-bca3-86f8d3ea627a,bf6911a1-2308-4906-a906-eade435220ba,0.7
8cc82a77-7371-4839-bca3-86f8d3ea627a,e2dc5382-bfde-4723-be40-283196484d37,0.7
e42b147c-89f1-46de-b56e-0f201d709601,b07bd542-9662-4390-9fc7-219914cd3cc7,0.7
e42b147c-89f1-46de-b56e-0f201d709601,bf6911a1-2308-4906-a906-eade435220ba,0.7
e42b147c-89f1-46de-b56e-0f201d709601,e2dc5382-bfde-4723-be40-283196484d37,0.7
269d6f1b-faa1-4fae-ab15-e71211c94cff,9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,0.7
269d6f1b-faa1-4fae-ab15-e71211c94cff,863c204e-ef4a-4462-bac6-20360a32622d,0.7
269d6f1b-faa1-4fae-ab15-e71211c94cff,e3965593-af94-4667-b8da-863b9cd8732e,0.7
9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,269d6f1b-faa1-4fae-ab15-e71211c94cff,0.7
9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,863c204e-ef4a-4462-bac6-20360a32622d,0.7
9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,2ddb93ef-2d44-4831-94ae-3aeac8acfdb9,0.7
795c1324-5586-4057-8c6a-574755248aa2,eacf8951-7847-48f9-aba4-151e97e3a2c7,0.7
795c1324-5586-4057-8c6a-574755248aa2,24889764-ab00-4c8e-ae3e-5945601bbafb,0.66
795c1324-5586-4057-8c6a-574755248aa2,3d150cd4-4e0e-4c9b-8148-cd8fa3426c70,0.66
724a7dd7-d80d-4320-86c7-b8a879bb619d,204b25a8-0511-40de-a218-d4bac3975a16,0.7
724a7dd7-d80d-4320-86c7-b8a879bb619d,4867919e-2a2f-4f11-83b4-aa51c4684475,0.66
724a7dd7-d80d-4320-86c7-b8a879bb619d,b954d3d2-f2d8-4b11-955e-31c7839517f5,0.66
4547058c-19a5-459c-96e7-5c4cfa7f2568,4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,0.46
4547058c-19a5-459c-96e7-5c4cfa7f2568,e2cf8e2c-68d4-4334-9b7d-cc11fa0213dd,0.46
4547058c-19a5-459c-96e7-5c4cfa7f2568,f19fd194-e55d-47b4-be13-fe00f147ebfb,0.46
12779ba3-969c-48dc-97d8-33e72279f695,4f8e5961-60c1-443f-a624-a343753470a2,0.46
12779ba3-969c-48dc-97d8-33e72279f695,b83e92ca-8f0d-4d7e-8f34-427a248d13a4,0.46
12779ba3-969c-48dc-97d8-33e72279f695,c9898ef5-e1ea-432e-a0f2-fd141105ab90,0.46
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,4547058c-19a5-459c-96e7-5c4cfa7f2568,0.46
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,e2cf8e2c-68d4-4334-9b7d-cc11fa0213dd,0.46
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,f19fd194-e55d-47b4-be13-fe00f147ebfb,0.46
4d565122-229a-4541-8a53-3b18169c3635,5190b002-36f4-497b-b1aa-856762facb07,0.76
4d565122-229a-4541-8a53-3b18169c3635,0f595b0b-2253-4585-a672-fda592da7191,0.7
4d565122-229a-4541-8a53-3b18169c3635,b954d3d2-f2d8-4b11-955e-31c7839517f5,0.7
2d3e3b00-62f8-48fd-a80d-d15a299ed045,1243a009-754a-4750-b79f-5fe82477d22b,0.76
2d3e3b00-62f8-48fd-a80d-d15a299ed045,dc0d96eb-b036-4418-bc38-4cfde5d5bbe5,0.66
2d3e3b00-62f8-48fd-a80d-d15a299ed045,61aca849-8359-4b40-b321-176160c241a7,0.66
61aca849-8359-4b40-b321-176160c241a7,8bccceef-4a51-433f-b36d-380cd3c445c9,0.76
61aca849-8359-4b40-b321-176160c241a7,2d3e3b00-62f8-48fd-a80d-d15a299ed045,0.66
61aca849-8359-4b40-b321-176160c241a7,842bed3a-ff53-487d-8619-71438456c9a8,0.66
02647f9b-5108-4955-938f-e6b003b62690,9021e77d-6be5-4250-b2c5-5f2d98d7b733,0.7
02647f9b-5108-4955-938f-e6b003b62690,613608a5-2b5d-4cca-8527-5639ab76949c,0.6347
02647f9b-5108-4955-938f-e6b003b62690,e99d0b15-5893-44e5-b590-a5b74f59c0c2,0.6347
613608a5-2b5d-4cca-8527-5639ab76949c,863c204e-ef4a-4462-bac6-20360a32622d,0.7
613608a5-2b5d-4cca-8527-5639ab76949c,e99d0b15-5893-44e5-b590-a5b74f59c0c2,0.7
613608a5-2b5d-4cca-8527-5639ab76949c,5e520cbb-2d90-4c5b-95f3-c84b29de9077,0.7
858b4d2a-590d-4d36-b89c-adb0cb039d22,ae3af325-b4fe-4d3d-a82c-460c3c72f65b,0.5269
858b4d2a-590d-4d36-b89c-adb0cb039d22,9d22f999-a354-44d2-95f1-bc94c38ee626,0.5209
858b4d2a-590d-4d36-b89c-adb0cb039d22,dcd64849-e00f-4395-98a4-3d507a711cac,0.515
2624655e-ea07-468a-8da8-2e39c9d1e7f0,7d1ab305-7fc6-4ab0-bc2a-9ae1e038e67e,0.7
2624655e-ea07-468a-8da8-2e39c9d1e7f0,b2bc544a-219d-4899-9fa4-191e3f475649,0.6967
2624655e-ea07-468a-8da8-2e39c9d1e7f0,3b00dedd-fcb8-4d71-9ffb-40b92b6cdfe7,0.66
b9dc4688-75e2-45ed-82ed-c33ca308f94e,7b27040f-a792-40d8-adce-6d2e3e36a2ef,0.4539
b9dc4688-75e2-45ed-82ed-c33ca308f94e,af3f137e-61b8-446f-931e-5de3bda5b9df,0.4475
b9dc4688-75e2-45ed-82ed-c33ca308f94e,84be5122-71d5-4a35-a912-fd2911e3c64f,0.4139
9a26d7df-1335-45d4-97cd-6d7459fb2674,7b27040f-a792-40d8-adce-6d2e3e36a2ef,0.4094
9a26d7df-1335-45d4-97cd-6d7459fb2674,49e758d3-c9cb-410b-b44b-dac87fa83081,0.4
9a26d7df-1335-45d4-97cd-6d7459fb2674,cba20c38-f317-405d-baae-f081d703e02f,0.4
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,7d4938ac-745b-4ddc-a0bc-e2f8535411b8,0.6905
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,9e1ebd5b-0c7d-44f2-9bfc-e371f1b6f63f,0.66
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,2564eefa-070f-4e4a-915e-c553a35fa561,0.66
e51114ac-ff3c-4823-be87-e25e9085096a,e99d0b15-5893-44e5-b590-a5b74f59c0c2,0.7
e51114ac-ff3c-4823-be87-e25e9085096a,5e520cbb-2d90-4c5b-95f3-c84b29de9077,0.7
e51114ac-ff3c-4823-be87-e25e9085096a,f0c6ab1e-cc3b-45b7-ba05-5d6977017b17,0.7
7be2d720-52c2-4f8a-a82a-2b90f535ad40,c7dbd2da-a758-44ba-9e16-ee10ec99f631,0.4
7be2d720-52c2-4f8a-a82a-2b90f535ad40,078f6ae4-4cf2-4c74-b810-157537c3a8b9,0.4
7be2d720-52c2-4f8a-a82a-2b90f535ad40,c09c778a-d5c2-4dec-a3e8-e99f28065b97,0.4
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,3dbe0a02-7dec-4f06-a863-9eb8d99645f0,0.46
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,8b1f5085-e3de-45f9-9ba1-aa6bb450722e,0.46
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,7aa469f5-560a-40df-b20d-78bec3ce11c6,0.41
c7dbd2da-a758-44ba-9e16-ee10ec99f631,7be2d720-52c2-4f8a-a82a-2b90f535ad40,0.4
c7dbd2da-a758-44ba-9e16-ee10ec99f631,11507d39-b030-464d-95d4-d3ebbb0545a7,0.4
c7dbd2da-a758-44ba-9e16-ee10ec99f631,560f5953-319c-4cf2-b91d-184967212f15,0.4
24889764-ab00-4c8e-ae3e-5945601bbafb,8790804f-6c19-4064-89a5-412862784b1c,0.7
24889764-ab00-4c8e-ae3e-5945601bbafb,34f49cd2-32d5-4d25-9903-f426a43d00c7,0.7
24889764-ab00-4c8e-ae3e-5945601bbafb,87ba0db6-dcd7-419a-b043-d32652eb4c05,0.7
8da7061a-5e02-49b0-a888-fb3461b8a8c5,451c9406-3053-4605-9f1e-0b6183d93d56,0.46
8da7061a-5e02-49b0-a888-fb3461b8a8c5,12779ba3-969c-48dc-97d8-33e72279f695,0.4
8da7061a-5e02-49b0-a888-fb3461b8a8c5,711e818a-ca63-4f13-aff2-e30fb49aa354,0.4
3890f753-a284-4da4-9723-c0a697c8a403,f45232a4-beae-4f44-b220-0bcf8557b076,0.4
3890f753-a284-4da4-9723-c0a697c8a403,1a4035ab-435c-41aa-89f8-98efcfd32311,0.4
3890f753-a284-4da4-9723-c0a697c8a403,0810e19e-0170-4a1e-930b-f5830e698dce,0.4
41a4f5a5-728a-4965-b483-6e265eebf93a,a462a4cb-bbaa-4417-b876-4b8606c6f8db,0.4
41a4f5a5-728a-4965-b483-6e265eebf93a,8cc82a77-7371-4839-bca3-86f8d3ea627a,0.4
41a4f5a5-728a-4965-b483-6e265eebf93a,e42b147c-89f1-46de-b56e-0f201d709601,0.4
b30cef8b-4065-4272-89b5-57b1fd91c50d,a06f49b5-9d24-40a5-976b-21017110a7d4,0.5827
b30cef8b-4065-4272-89b5-57b1fd91c50d,ec98a66f-6cc0-4a39-80d8-5b525b428ec7,0.5827
b30cef8b-4065-4272-89b5-57b1fd91c50d,8453ab51-f78f-4b28-93a5-248068505454,0.5827
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,0d3f1ae0-f78c-47d3-9df6-b749e36304a2,0.46
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,7aa469f5-560a-40df-b20d-78bec3ce11c6,0.41
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,c6b9fba1-6df0-44d6-bb69-f04dcdfae21d,0.4
4da333cf-6f2a-4b64-9212-2be665c5e1e3,bab67e88-be02-40c9-b3d7-b43a4adff716,0.56
4da333cf-6f2a-4b64-9212-2be665c5e1e3,d8071191-6962-4d7f-9456-18587f52a79f,0.56
4da333cf-6f2a-4b64-9212-2be665c5e1e3,9b6f3d40-da34-465e-9211-b0d7b1d19036,0.5
e0bfc6b2-19de-475e-ba88-6d6081204ed9,c71e84b2-b968-4ce2-8218-bf3f1e482ea0,0.4
e0bfc6b2-19de-475e-ba88-6d6081204ed9,920dcf5c-136f-4ffc-9449-03f00c1b5a46,0.3
e0bfc6b2-19de-475e-ba88-6d6081204ed9,b48a1279-3852-4482-902f-203558c37a33,0.3
e67e6b48-e699-4e55-9640-ff061375d513,7d1b4cd7-be04-4ca5-9c72-ea86343d3ad7,0.4
e67e6b48-e699-4e55-9640-ff061375d513,02c609c9-52b4-49d5-b6e8-cc14787f1822,0.36
e67e6b48-e699-4e55-9640-ff061375d513,3fe05d73-7de1-4c32-ad94-991ff0ad4290,0.36
2c0d57e5-e106-4874-b3fc-2204172df725,8790804f-6c19-4064-89a5-412862784b1c,0.7
2c0d57e5-e106-4874-b3fc-2204172df725,3d150cd4-4e0e-4c9b-8148-cd8fa3426c70,0.7
2c0d57e5-e106-4874-b3fc-2204172df725,34f49cd2-32d5-4d25-9903-f426a43d00c7,0.7
e14a46c3-b349-4441-b09f-8088e5663262,9c908ec9-4ada-4533-a1cb-574bfd8f32fb,0.7
e14a46c3-b349-4441-b09f-8088e5663262,cb02a574-f56a-4aee-bc89-e4316b93dcdb,0.7
e14a46c3-b349-4441-b09f-8088e5663262,299f38e8-bec3-44e6-8faa-820b7c0f40e9,0.7
87daa9e0-9c54-4c2e-8a7e-f3765fb00184,3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,0.56
87daa9e0-9c54-4c2e-8a7e-f3765fb00184,b6a8a28e-b744-4e4f-a040-be65cfec1ef5,0.56
